work_year,experience_level,employment_type,job_title, salary ,salary_currency, salary_in_usd ,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Machine Learning Engineer,269000,USD,269000,CAN,100,CAN,M
2023,SE,FT,Machine Learning Engineer,158000,USD,158000,CAN,100,CAN,M
2023,SE,FT,Analytics Engineer,197000,USD,197000,USA,0,USA,M
2023,SE,FT,Analytics Engineer,106000,USD,106000,USA,0,USA,M
2023,MI,FT,Deep Learning Engineer,150000,USD,150000,USA,100,USA,M
2023,MI,FT,Deep Learning Engineer,100000,USD,100000,USA,100,USA,M
2023,SE,FT,Data Engineer,290000,USD,290000,USA,100,USA,M
2023,SE,FT,Data Engineer,210000,USD,210000,USA,100,USA,M
2023,SE,FT,Data Engineer,192000,USD,192000,USA,0,USA,M
2023,SE,FT,Data Engineer,172800,USD,172800,USA,0,USA,M
2023,SE,FT,Data Scientist,300240,USD,300240,USA,0,USA,M
2023,SE,FT,Data Scientist,200160,USD,200160,USA,0,USA,M
2023,SE,FT,Analytics Engineer,175000,USD,175000,USA,0,USA,M
2023,SE,FT,Analytics Engineer,140000,USD,140000,USA,0,USA,M
2023,SE,FT,Data Manager,169000,USD,169000,USA,0,USA,M
2023,SE,FT,Data Manager,100000,USD,100000,USA,0,USA,M
2023,SE,FT,Data Scientist,370000,USD,370000,USA,0,USA,M
2023,MI,FT,Data Engineer,95000,GBP,115447,GBR,100,GBR,L
2023,SE,FT,Data Analyst,110000,USD,110000,USA,100,USA,S
2023,SE,FT,Data Analyst,80000,USD,80000,USA,100,USA,S
2023,EN,FT,Data Analyst,55000,USD,55000,USA,0,USA,M
2023,EN,FT,Data Analyst,48000,USD,48000,USA,0,USA,M
2023,SE,FT,Data Analyst,85000,USD,85000,USA,0,USA,M
2023,SE,FT,Data Engineer,137500,USD,137500,USA,100,USA,M
2023,SE,FT,Data Engineer,81500,USD,81500,USA,100,USA,M
2023,SE,FT,Machine Learning Engineer,323300,USD,323300,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,184700,USD,184700,USA,0,USA,M
2021,MI,FT,AI Scientist,30000,USD,30000,GHA,0,GHA,S
2023,SE,FT,Machine Learning Engineer,186000,USD,186000,USA,100,USA,M
2023,SE,FT,Machine Learning Engineer,153088,USD,153088,USA,100,USA,M
2023,MI,FT,Data Infrastructure Engineer,190000,USD,190000,USA,100,USA,M
2023,MI,FT,Data Infrastructure Engineer,160000,USD,160000,USA,100,USA,M
2023,SE,FT,Machine Learning Engineer,200000,USD,200000,USA,100,USA,M
2023,MI,FT,Data Infrastructure Engineer,190000,USD,190000,USA,0,USA,M
2023,MI,FT,Data Infrastructure Engineer,183310,USD,183310,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,240000,USD,240000,USA,100,USA,M
2023,SE,FT,Machine Learning Engineer,180000,USD,180000,USA,100,USA,M
2023,SE,FT,Data Engineer,144000,USD,144000,USA,100,USA,M
2023,SE,FT,Data Engineer,66000,USD,66000,USA,100,USA,M
2023,MI,FT,Machine Learning Engineer,148500,USD,148500,USA,0,USA,M
2023,MI,FT,Machine Learning Engineer,126277,USD,126277,USA,0,USA,M
2023,SE,FT,Data Architect,228000,USD,228000,USA,0,USA,M
2023,SE,FT,Data Architect,120000,USD,120000,USA,0,USA,M
2023,SE,FT,Machine Learning Software Engineer,180000,USD,180000,USA,0,USA,M
2023,SE,FT,Machine Learning Software Engineer,90000,USD,90000,USA,0,USA,M
2023,SE,FT,Data Scientist,126500,USD,126500,USA,0,USA,M
2023,SE,FT,Data Scientist,78000,USD,78000,USA,0,USA,M
2023,SE,FT,Data Engineer,180000,USD,180000,USA,0,USA,M
2023,SE,FT,Machine Learning Software Engineer,272000,USD,272000,USA,0,USA,M
2023,SE,FT,Machine Learning Software Engineer,170000,USD,170000,USA,0,USA,M
2023,MI,FT,Data Analyst,80000,USD,80000,USA,0,USA,M
2023,MI,FT,Data Analyst,60000,USD,60000,USA,0,USA,M
2023,SE,FT,Data Engineer,259000,USD,259000,USA,100,USA,M
2023,SE,FT,Data Engineer,146000,USD,146000,USA,100,USA,M
2023,SE,FT,Data Scientist,139500,USD,139500,USA,0,USA,M
2023,MI,FT,Data Engineer,140000,USD,140000,USA,100,USA,M
2023,MI,FT,Data Engineer,120000,USD,120000,USA,100,USA,M
2023,MI,FT,Data Analyst,90000,GBP,109371,HRV,0,HRV,M
2023,MI,FT,Data Analyst,60000,GBP,72914,HRV,0,HRV,M
2023,EN,PT,Data Analyst,78000,PLN,17779,POL,100,IND,L
2023,EN,FT,Data Scientist,101400,BRL,19522,BRA,100,BRA,L
2023,SE,FT,Data Science Lead,247500,USD,247500,USA,0,USA,M
2023,SE,FT,Data Science Lead,172200,USD,172200,USA,0,USA,M
2023,SE,FT,Machine Learning Infrastructure Engineer,100000,EUR,107309,FRA,100,FRA,M
2023,SE,FT,Machine Learning Infrastructure Engineer,70000,EUR,75116,FRA,100,FRA,M
2023,SE,FT,Machine Learning Engineer,288000,USD,288000,USA,100,USA,M
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,USA,100,USA,M
2023,MI,FT,Data Science Lead,60000,GBP,72914,GBR,0,GBR,M
2023,MI,FT,Data Science Lead,50000,GBP,60761,GBR,0,GBR,M
2023,SE,FT,Data Scientist,215050,USD,215050,USA,100,USA,M
2023,SE,FT,Data Scientist,156400,USD,156400,USA,100,USA,M
2023,SE,FT,Data Architect,198000,USD,198000,USA,100,USA,M
2023,SE,FT,Data Architect,114000,USD,114000,USA,100,USA,M
2023,SE,FT,Data Scientist,209300,USD,209300,USA,100,USA,M
2023,SE,FT,Data Scientist,182200,USD,182200,USA,100,USA,M
2022,EN,FT,Data Scientist,85000,USD,85000,USA,0,USA,M
2023,MI,FT,Machine Learning Engineer,40000,GBP,48609,GBR,100,GBR,M
2023,EN,FT,Research Engineer,120000,USD,120000,GBR,100,GBR,M
2023,EN,FT,Research Engineer,60000,USD,60000,GBR,100,GBR,M
2023,SE,FT,Machine Learning Engineer,147100,USD,147100,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,90700,USD,90700,USA,0,USA,M
2023,SE,FT,Data Analyst,227000,USD,227000,USA,0,USA,M
2023,SE,FT,Data Analyst,108000,USD,108000,USA,0,USA,M
2023,SE,FT,Data Architect,160000,USD,160000,USA,100,USA,M
2023,SE,FT,Data Analyst,52000,EUR,55800,ESP,100,ESP,M
2023,SE,FT,Data Analyst,48000,EUR,51508,ESP,100,ESP,M
2023,EN,FT,Data Analyst,60000,USD,60000,USA,100,USA,L
2023,EN,FT,Data Analyst,50000,USD,50000,KWT,50,USA,L
2023,SE,FT,Data Engineer,226700,USD,226700,USA,0,USA,M
2023,SE,FT,Data Engineer,133300,USD,133300,USA,0,USA,M
2023,SE,FT,Big Data Architect,124999,GBP,151902,GBR,100,GBR,L
2023,EN,FT,Data Scientist,800000,INR,9727,IND,0,IND,L
2023,SE,FT,Data Analyst,52500,USD,52500,USA,0,USA,M
2023,SE,FT,Data Engineer,250000,USD,250000,USA,100,USA,M
2023,SE,FT,Data Engineer,162500,USD,162500,USA,100,USA,M
2023,MI,FT,Data Analyst,165000,USD,165000,USA,0,USA,M
2023,MI,FT,Data Analyst,124000,USD,124000,USA,0,USA,M
2023,SE,FT,Data Engineer,63000,USD,63000,USA,100,USA,M
2023,SE,FT,Research Scientist,253750,USD,253750,ESP,0,ESP,M
2023,SE,FT,Research Scientist,169200,USD,169200,ESP,0,ESP,M
2023,MI,FT,Data Scientist,170000,USD,170000,USA,0,USA,M
2023,MI,FT,Data Scientist,120000,USD,120000,USA,0,USA,M
2023,SE,FT,Data Engineer,213580,USD,213580,USA,100,USA,M
2023,SE,FT,Data Engineer,163625,USD,163625,USA,100,USA,M
2023,EN,FT,Data Engineer,12000,USD,12000,VNM,0,VNM,L
2022,SE,FT,Machine Learning Software Engineer,375000,USD,375000,USA,100,USA,M
2023,SE,FT,Data Engineer,95000,EUR,101943,IRL,100,IRL,M
2023,MI,FT,Product Data Analyst,1350000,INR,16414,IND,100,IND,L
2023,SE,FT,Machine Learning Engineer,220000,USD,220000,USA,0,USA,M
2023,EX,FT,Data Engineer,210000,USD,210000,USA,0,USA,M
2023,SE,FT,Data Science Manager,231250,USD,231250,USA,100,USA,M
2023,SE,FT,Data Science Manager,138750,USD,138750,USA,100,USA,M
2023,SE,FT,Machine Learning Engineer,284310,USD,284310,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,153090,USD,153090,USA,0,USA,M
2023,MI,FT,Data Analyst,125000,USD,125000,USA,0,USA,M
2023,MI,FT,Data Analyst,105000,USD,105000,USA,0,USA,M
2023,MI,FT,Data Analyst,90000,GBP,109371,GBR,0,GBR,M
2023,MI,FT,Data Analyst,70000,GBP,85066,GBR,0,GBR,M
2023,EN,FT,Data Analyst,100000,USD,100000,USA,50,USA,M
2023,SE,FT,Data Science Lead,225900,USD,225900,USA,0,USA,M
2023,SE,FT,Data Science Lead,156400,USD,156400,USA,0,USA,M
2023,SE,FT,Data Analyst,385000,USD,385000,USA,0,USA,M
2023,SE,FT,Data Analyst,60000,USD,60000,USA,0,USA,M
2023,MI,FT,Data Analyst,95000,USD,95000,USA,100,USA,M
2023,SE,FT,Data Scientist,135000,USD,135000,USA,100,USA,M
2023,SE,FT,Data Analyst,93919,USD,93919,USA,100,USA,M
2023,SE,FT,Data Analyst,51962,USD,51962,USA,100,USA,M
2023,SE,FT,Data Engineer,241871,USD,241871,USA,0,USA,M
2023,SE,FT,Data Engineer,133832,USD,133832,USA,0,USA,M
2023,SE,FT,Data Scientist,90000,USD,90000,USA,100,USA,M
2023,SE,FT,Data Analyst,192500,USD,192500,USA,100,USA,M
2023,MI,FT,Machine Learning Engineer,36000,USD,36000,MEX,100,MEX,S
2023,SE,FT,Research Scientist,370000,USD,370000,USA,0,USA,M
2023,SE,FT,Data Scientist,235000,USD,235000,USA,100,USA,M
2023,MI,FT,Machine Learning Engineer,100000,GBP,121523,GBR,0,GBR,M
2023,MI,FT,Machine Learning Engineer,80000,GBP,97218,GBR,0,GBR,M
2023,SE,FT,Data Scientist,216100,USD,216100,USA,0,USA,M
2023,SE,FT,Data Scientist,140800,USD,140800,USA,0,USA,M
2023,MI,FT,Machine Learning Engineer,120000,GBP,145828,GBR,0,GBR,M
2023,SE,FT,Computer Vision Software Engineer,50000,EUR,53654,NLD,100,CAN,L
2023,EN,FT,Data Scientist,110000,USD,110000,USA,50,USA,S
2023,MI,FT,Data Engineer,55000,GBP,66837,GBR,100,GBR,M
2023,MI,FT,Data Engineer,52000,GBP,63192,GBR,100,GBR,M
2023,MI,FT,Data Analyst,50000,GBP,60761,GBR,0,GBR,M
2023,EX,FT,Data Engineer,284000,USD,284000,USA,100,USA,M
2023,EX,FT,Data Engineer,236000,USD,236000,USA,100,USA,M
2023,SE,FT,Research Scientist,248100,USD,248100,CAN,0,CAN,M
2023,SE,FT,Research Scientist,145900,USD,145900,CAN,0,CAN,M
2023,SE,FT,Research Engineer,155850,USD,155850,USA,0,USA,M
2023,SE,FT,Research Engineer,102544,USD,102544,USA,0,USA,M
2023,MI,FT,Data Scientist,151410,USD,151410,USA,100,USA,M
2023,MI,FT,Data Scientist,115360,USD,115360,USA,100,USA,M
2023,MI,FT,Data Engineer,62000,EUR,66531,ESP,100,ESP,M
2023,MI,FT,Data Engineer,55000,EUR,59020,ESP,100,ESP,M
2023,SE,FT,Director of Data Science,170000,CAD,125686,CAN,50,CAN,M
2023,SE,FT,Azure Data Engineer,100000,USD,100000,NLD,50,NLD,L
2023,EN,FT,Data Scientist,1050000,INR,12767,IND,50,IND,L
2023,SE,FT,Data Scientist,185000,USD,185000,GBR,0,GBR,M
2023,SE,FT,Data Scientist,120250,USD,120250,GBR,0,GBR,M
2023,EN,FT,Data Engineer,25000,EUR,26827,DEU,100,DEU,L
2022,EN,FT,Data Scientist,180000,USD,180000,USA,100,USA,M
2023,MI,FT,Research Scientist,85000,USD,85000,USA,0,USA,M
2023,MI,FT,Research Scientist,70000,USD,70000,USA,0,USA,M
2023,SE,FT,BI Developer,135000,USD,135000,USA,100,USA,M
2023,SE,FT,BI Developer,100000,USD,100000,USA,100,USA,M
2023,EX,FT,Data Analytics Manager,155000,USD,155000,USA,0,USA,M
2023,EX,FT,Data Analytics Manager,140000,USD,140000,USA,0,USA,M
2023,SE,FT,Data Scientist,225000,USD,225000,USA,100,USA,M
2023,SE,FT,ML Engineer,220000,USD,220000,USA,0,USA,M
2023,SE,FT,ML Engineer,150000,USD,150000,USA,0,USA,M
2023,SE,FT,Data Analytics Manager,204500,USD,204500,USA,0,USA,M
2023,SE,FT,Data Analytics Manager,138900,USD,138900,USA,0,USA,M
2023,SE,FT,Data Engineer,107000,USD,107000,USA,100,USA,M
2022,MI,FT,Research Scientist,23000,USD,23000,IND,100,IND,L
2023,MI,FT,Machine Learning Engineer,110000,USD,110000,USA,100,USA,L
2023,SE,FT,Data Engineer,265000,USD,265000,USA,100,USA,M
2023,SE,FT,Data Engineer,182750,USD,182750,USA,100,USA,M
2023,SE,FT,Data Engineer,137500,USD,137500,USA,0,USA,M
2023,EX,FT,Head of Data Science,314100,USD,314100,USA,0,USA,M
2023,EX,FT,Head of Data Science,195800,USD,195800,USA,0,USA,M
2023,SE,FT,Applied Scientist,205000,USD,205000,USA,0,USA,M
2023,SE,FT,Applied Scientist,180000,USD,180000,USA,0,USA,M
2023,SE,FT,Data Scientist,165000,USD,165000,USA,100,USA,M
2023,SE,FT,Data Scientist,144000,USD,144000,USA,100,USA,M
2023,EN,FT,BI Developer,160000,USD,160000,USA,0,USA,M
2023,EN,FT,BI Developer,100000,USD,100000,USA,0,USA,M
2023,EX,FT,Data Engineer,200000,USD,200000,USA,0,USA,M
2023,MI,FT,Data Analyst,150000,USD,150000,USA,0,USA,M
2023,SE,FT,Data Manager,199000,USD,199000,USA,0,USA,M
2023,SE,FT,Data Manager,112000,USD,112000,USA,0,USA,M
2023,EN,FT,Big Data Engineer,130000,USD,130000,SWE,100,SWE,S
2023,EN,FT,Data Engineer,160000,USD,160000,USA,0,USA,M
2023,EN,FT,Data Engineer,135000,USD,135000,USA,0,USA,M
2023,SE,FT,Data Scientist,183000,USD,183000,USA,0,USA,M
2023,SE,FT,Data Scientist,134000,USD,134000,USA,0,USA,M
2023,SE,FT,Applied Scientist,350000,USD,350000,USA,0,USA,L
2023,SE,FT,Applied Scientist,262500,USD,262500,USA,0,USA,L
2023,SE,FT,Data Analyst,122000,USD,122000,USA,0,USA,M
2023,SE,FT,Data Analyst,94000,USD,94000,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,276000,USD,276000,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,USA,0,USA,M
2023,MI,FT,Machine Learning Engineer,180000,USD,180000,USA,100,USA,M
2023,MI,FT,Machine Learning Engineer,150000,USD,150000,USA,100,USA,M
2023,SE,FT,Data Scientist,209450,USD,209450,USA,100,USA,M
2023,SE,FT,Data Scientist,158677,USD,158677,USA,100,USA,M
2023,MI,FT,Data Analyst,103200,USD,103200,USA,0,USA,M
2023,MI,FT,Data Analyst,61200,USD,61200,USA,0,USA,M
2022,MI,FT,Data Scientist,155000,USD,155000,USA,100,USA,L
2021,EN,FT,Marketing Data Engineer,90000,SGD,66970,SGP,50,SGP,L
2023,SE,FT,Data Scientist,59000,EUR,63312,CYP,50,EST,L
2023,SE,FT,Data Scientist,240000,USD,240000,USA,100,USA,M
2023,SE,FT,Data Scientist,139000,USD,139000,USA,100,USA,M
2023,SE,FT,Data Architect,174500,USD,174500,USA,0,USA,M
2023,SE,FT,Data Architect,113000,USD,113000,USA,0,USA,M
2023,SE,FT,Data Analyst,87000,USD,87000,USA,100,USA,M
2023,SE,FT,Data Analyst,160000,USD,160000,USA,100,USA,M
2023,SE,FT,Data Analyst,108000,USD,108000,USA,100,USA,M
2023,SE,FT,Data Engineer,107250,USD,107250,USA,100,USA,M
2023,SE,FT,Data Engineer,300000,USD,300000,USA,0,USA,M
2023,SE,FT,Data Engineer,119000,USD,119000,USA,0,USA,M
2023,SE,FT,Data Scientist,285800,USD,285800,USA,100,USA,M
2023,SE,FT,Data Scientist,154600,USD,154600,USA,100,USA,M
2023,MI,FT,Head of Data Science,5000000,INR,60795,IND,50,IND,L
2023,EN,FT,Data Analyst,30000,USD,30000,ARG,100,USA,S
2023,MI,FT,Data Science Manager,220000,USD,220000,USA,0,USA,M
2023,MI,FT,Data Science Manager,195000,USD,195000,USA,0,USA,M
2023,SE,FT,Data Manager,168400,USD,168400,USA,0,USA,M
2023,SE,FT,Analytics Engineer,200000,USD,200000,USA,100,USA,M
2023,SE,FT,Analytics Engineer,175000,USD,175000,USA,100,USA,M
2023,SE,FT,Analytics Engineer,231250,USD,231250,USA,100,USA,M
2023,SE,FT,Analytics Engineer,138750,USD,138750,USA,100,USA,M
2023,SE,FT,Data Engineer,153000,USD,153000,CAN,100,CAN,M
2023,SE,FT,Data Engineer,94000,USD,94000,CAN,100,CAN,M
2023,SE,FT,Data Engineer,90000,USD,90000,USA,100,USA,M
2023,EN,FT,Data Scientist,124234,USD,124234,USA,0,USA,M
2023,EN,FT,Data Scientist,74540,USD,74540,USA,0,USA,M
2023,MI,FT,Data Analyst,109000,USD,109000,USA,0,USA,M
2023,MI,FT,Data Analyst,79000,USD,79000,USA,0,USA,M
2022,SE,FT,Machine Learning Engineer,80000,EUR,84053,FRA,50,FRA,L
2023,MI,FT,Machine Learning Engineer,50000,USD,50000,ARM,0,ARM,S
2023,SE,FT,Data Analyst,125600,USD,125600,USA,100,USA,M
2023,SE,FT,Data Analyst,141290,USD,141290,USA,0,USA,M
2023,SE,FT,Data Analyst,74178,USD,74178,USA,0,USA,M
2023,SE,FT,Data Engineer,85000,USD,85000,USA,100,USA,M
2023,SE,FT,Data Engineer,220000,USD,220000,USA,0,USA,M
2023,SE,FT,Data Engineer,205600,USD,205600,USA,100,USA,M
2023,SE,FT,Data Engineer,107500,USD,107500,USA,100,USA,M
2023,EN,FT,Data Scientist,1060000,INR,12888,IND,50,IND,S
2023,MI,FT,Data Analyst,52500,USD,52500,USA,0,USA,M
2023,SE,FT,Data Scientist,84000,USD,84000,USA,100,USA,M
2023,SE,FT,BI Analyst,125000,USD,125000,USA,0,USA,M
2023,SE,FT,BI Analyst,110000,USD,110000,USA,0,USA,M
2023,SE,FT,ML Engineer,200000,USD,200000,USA,0,USA,M
2023,SE,FT,ML Engineer,135000,USD,135000,USA,0,USA,M
2022,EN,FT,Business Data Analyst,48000,USD,48000,USA,50,USA,L
2023,EN,FT,AI Developer,120000,USD,120000,BIH,50,BIH,S
2023,SE,FT,Data Engineer,170000,USD,170000,USA,100,USA,M
2023,MI,FT,Data Engineer,150000,USD,150000,USA,0,USA,M
2023,SE,FT,Computer Vision Engineer,200000,USD,200000,USA,100,USA,S
2023,MI,FT,Applied Data Scientist,80000,USD,80000,KEN,100,KEN,S
2023,EN,FT,Business Data Analyst,12000,EUR,12877,GRC,50,GRC,L
2022,EN,FT,AI Developer,6000,EUR,6304,MKD,0,MKD,S
2023,MI,FT,Data Analytics Lead,1440000,INR,17509,IND,50,SG,M
2023,SE,FT,Data Scientist,257000,USD,257000,USA,0,USA,M
2023,SE,FT,Data Scientist,72000,EUR,77262,LVA,0,LVA,M
2023,SE,FT,Data Scientist,36000,EUR,38631,LVA,0,LVA,M
2023,SE,FT,BI Developer,140000,USD,140000,USA,100,USA,M
2023,SE,FT,BI Developer,110000,USD,110000,USA,100,USA,M
2023,SE,FT,Research Scientist,151800,USD,151800,USA,0,USA,M
2023,MI,FT,Data Scientist,50000,EUR,53654,ROU,50,ROU,L
2023,SE,FT,Data Analyst,48000,EUR,51508,ESP,0,ESP,M
2023,SE,FT,Data Analyst,38000,EUR,40777,ESP,0,ESP,M
2023,MI,FT,Data Engineer,95000,USD,95000,USA,100,USA,M
2023,SE,FT,Data Scientist,130000,USD,130000,USA,100,USA,M
2023,MI,FT,Data Analyst,120000,USD,120000,USA,100,USA,M
2023,MI,FT,Data Analyst,100000,USD,100000,USA,100,USA,M
2023,MI,FT,Data Scientist,183310,USD,183310,USA,0,USA,M
2023,SE,FT,Data Analyst,102500,USD,102500,USA,100,USA,M
2023,SE,FT,Data Scientist,185000,USD,185000,USA,0,USA,M
2023,SE,FT,Data Science Consultant,122000,USD,122000,USA,0,USA,M
2023,SE,FT,Data Science Consultant,94000,USD,94000,USA,0,USA,M
2023,SE,FT,Data Scientist,220000,USD,220000,USA,0,USA,M
2023,SE,FT,Data Scientist,146000,USD,146000,USA,0,USA,M
2023,MI,FT,Data Scientist,840000,THB,24740,THA,50,THA,L
2022,MI,FT,Computer Vision Engineer,1250000,INR,15897,IND,100,IND,M
2023,SE,FT,Data Science Consultant,145000,USD,145000,USA,0,USA,M
2023,SE,FT,Data Science Consultant,128000,USD,128000,USA,0,USA,M
2023,SE,FT,Data Scientist,182000,USD,182000,USA,0,USA,M
2023,SE,FT,Data Engineer,122000,USD,122000,USA,0,USA,M
2023,SE,FT,Data Engineer,94000,USD,94000,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,72000,EUR,77262,LVA,0,LVA,M
2023,SE,FT,Machine Learning Engineer,36000,EUR,38631,LVA,0,LVA,M
2023,EX,FT,Data Scientist,300000,USD,300000,USA,0,USA,M
2023,MI,FT,Data Analyst,135000,USD,135000,USA,0,USA,M
2023,MI,FT,Data Analyst,105500,USD,105500,USA,0,USA,M
2022,MI,FT,Data Scientist,110000,USD,110000,USA,100,USA,L
2023,SE,FT,Data Scientist,168000,USD,168000,USA,100,USA,M
2023,MI,FT,Data Analyst,65000,GBP,78990,GBR,0,GBR,M
2023,MI,FT,Data Analyst,36050,GBP,43809,GBR,0,GBR,M
2023,SE,FT,Data Scientist,153400,USD,153400,USA,0,USA,M
2023,SE,FT,Data Scientist,122700,USD,122700,USA,0,USA,M
2023,SE,FT,Data Scientist,205000,USD,205000,USA,100,USA,M
2023,MI,FT,Machine Learning Engineer,145000,USD,145000,USA,0,USA,M
2023,MI,FT,Machine Learning Engineer,87000,USD,87000,USA,0,USA,M
2023,EN,FT,Data Scientist,50000,USD,50000,IND,100,USA,M
2023,SE,FT,ML Engineer,234100,USD,234100,USA,100,USA,M
2023,SE,FT,ML Engineer,203500,USD,203500,USA,100,USA,M
2023,SE,FT,Data Scientist,223800,USD,223800,USA,0,USA,M
2023,SE,FT,Data Scientist,172100,USD,172100,USA,0,USA,M
2023,SE,FT,Data Engineer,232200,USD,232200,USA,100,USA,M
2023,SE,FT,Data Engineer,167200,USD,167200,USA,100,USA,M
2023,SE,FT,BI Developer,197000,USD,197000,USA,0,USA,M
2023,SE,FT,BI Developer,106000,USD,106000,USA,0,USA,M
2023,SE,FT,Research Scientist,180000,USD,180000,USA,0,USA,M
2023,SE,FT,Research Scientist,145000,USD,145000,USA,0,USA,M
2023,SE,FT,Data Lead,225000,USD,225000,USA,0,USA,M
2023,SE,FT,Data Lead,200000,USD,200000,USA,0,USA,M
2023,SE,FT,Data Engineer,114000,USD,114000,USA,100,USA,M
2023,SE,FT,Data Engineer,291500,USD,291500,USA,0,USA,M
2023,EX,FT,Data Engineer,196200,USD,196200,USA,0,USA,M
2023,EX,FT,Data Engineer,150900,USD,150900,USA,0,USA,M
2023,SE,FT,Data Scientist,168400,USD,168400,USA,0,USA,M
2023,SE,FT,Data Scientist,105200,USD,105200,USA,0,USA,M
2023,MI,FT,Data Engineer,95000,USD,95000,ESP,100,ESP,M
2023,MI,FT,Data Engineer,80000,USD,80000,ESP,100,ESP,M
2023,MI,FT,Data Analyst,116000,USD,116000,USA,0,USA,M
2023,MI,FT,Data Analyst,72000,USD,72000,USA,0,USA,M
2023,SE,FT,Analytics Engineer,207000,USD,207000,USA,0,USA,M
2023,SE,FT,Analytics Engineer,167000,USD,167000,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,145000,USD,145000,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,135000,USD,135000,USA,0,USA,M
2023,MI,FT,Data Engineer,105000,USD,105000,USA,0,USA,M
2023,MI,FT,Data Engineer,70000,USD,70000,USA,0,USA,M
2023,SE,FT,Data Engineer,133800,USD,133800,USA,100,USA,M
2023,SE,FT,Data Engineer,96100,USD,96100,USA,100,USA,M
2023,MI,FT,Data Analyst,120000,USD,120000,USA,0,USA,M
2023,SE,FT,Data Science Engineer,140000,USD,140000,USA,0,USA,M
2023,SE,FT,Data Science Engineer,100000,USD,100000,USA,0,USA,M
2023,SE,FT,Research Scientist,120000,USD,120000,USA,0,USA,M
2023,SE,FT,Cloud Database Engineer,140000,USD,140000,USA,100,USA,M
2023,SE,FT,Cloud Database Engineer,115000,USD,115000,USA,100,USA,M
2023,SE,FT,Data Science Manager,297300,USD,297300,USA,100,USA,M
2023,SE,FT,Data Science Manager,198200,USD,198200,USA,100,USA,M
2023,MI,FT,Machine Learning Engineer,219000,USD,219000,USA,50,USA,L
2023,SE,FT,Applied Scientist,230000,USD,230000,USA,100,USA,M
2023,SE,FT,Applied Scientist,196000,USD,196000,USA,100,USA,M
2023,SE,FT,Data Engineer,110000,USD,110000,USA,0,USA,M
2023,SE,FT,Applied Scientist,126100,USD,126100,USA,0,USA,L
2023,SE,FT,Applied Scientist,72000,USD,72000,USA,0,USA,L
2023,MI,FT,Machine Learning Engineer,175000,USD,175000,USA,100,USA,M
2023,MI,FT,Machine Learning Engineer,140000,USD,140000,USA,100,USA,M
2023,SE,FT,Data Analyst,240500,USD,240500,USA,0,USA,M
2023,SE,FT,Data Analyst,137500,USD,137500,USA,0,USA,M
2023,MI,FT,Data Scientist,187500,USD,187500,USA,0,USA,M
2023,MI,FT,Data Scientist,165000,USD,165000,USA,0,USA,M
2023,MI,FT,Machine Learning Research Engineer,60000,GBP,72914,GBR,0,GBR,L
2022,EN,PT,Data Analyst,24000,EUR,25216,ESP,100,USA,L
2023,SE,FT,Research Scientist,165750,USD,165750,USA,0,USA,M
2023,SE,FT,Machine Learning Scientist,225000,USD,225000,USA,100,USA,M
2023,SE,FT,Machine Learning Scientist,165750,USD,165750,USA,100,USA,M
2023,MI,FT,Machine Learning Engineer,89700,GBP,109006,GBR,0,GBR,M
2023,MI,FT,Machine Learning Engineer,55250,GBP,67141,GBR,0,GBR,M
2023,SE,FT,Data Scientist,115000,USD,115000,USA,100,USA,M
2023,SE,FT,NLP Engineer,275000,USD,275000,USA,0,USA,M
2023,SE,FT,NLP Engineer,175000,USD,175000,USA,0,USA,M
2023,SE,FT,Data Engineer,175308,USD,175308,USA,0,USA,M
2023,SE,FT,Data Engineer,100706,USD,100706,USA,0,USA,M
2023,SE,FT,NLP Engineer,235000,USD,235000,USA,0,USA,M
2023,SE,FT,NLP Engineer,135000,USD,135000,USA,0,USA,M
2023,SE,FT,Data Engineer,310000,USD,310000,USA,0,USA,M
2023,SE,FT,Data Engineer,229000,USD,229000,USA,0,USA,M
2023,SE,FT,ML Engineer,289076,USD,289076,USA,0,USA,M
2023,SE,FT,ML Engineer,202353,USD,202353,USA,0,USA,M
2023,SE,FT,Data Engineer,65000,EUR,69751,PRT,0,PRT,M
2023,SE,FT,Data Engineer,35000,EUR,37558,PRT,0,PRT,M
2023,MI,FT,Research Engineer,120000,USD,120000,USA,100,USA,M
2023,MI,FT,Research Engineer,100000,USD,100000,USA,100,USA,M
2021,SE,FT,Data Scientist,4000000,INR,54094,IND,100,IND,L
2022,MI,FT,Business Data Analyst,1440000,INR,18314,IND,50,IND,L
2023,SE,FT,Data Engineer,231250,USD,231250,USA,100,USA,M
2023,SE,FT,Data Engineer,138750,USD,138750,USA,100,USA,M
2023,SE,FT,Data Engineer,199000,USD,199000,USA,0,USA,M
